"AUD","HUF","JPY","NOK","SEK","GBP"
1.2498,293.48,107.79,7.4795,8.9312,0.8392
1.2444,294.37,108.03,7.4515,8.8889,0.8357
1.2474,292.2,109.16,7.547,8.883,0.8314
1.2422,291.32,108.82,7.5665,8.916,0.8335
1.2401,290.64,109.81,7.548,8.856,0.8295
1.2452,289.44,109.73,7.5505,8.877,0.8285
1.2586,289.38,110.48,7.606,8.912,0.8322
1.2644,291.53,111.11,7.6105,8.9185,0.8349
1.2696,293.5,109.4,7.624,8.9265,0.8333
1.2745,294.48,109.1,7.638,8.924,0.8363
1.2631,292.63,109.82,7.609,8.9277,0.8352
1.2681,291.8,110.57,7.571,8.8935,0.8359
1.2824,292.66,110.74,7.611,8.88,0.839
1.283,294.36,109.21,7.632,8.845,0.8358
1.2836,294.92,109.56,7.604,8.8455,0.8339
1.2841,295,109.95,7.5505,8.8052,0.831
1.2848,293.8,109.3,7.56,8.7938,0.8326
1.2785,295.63,108.22,7.573,8.8185,0.8285
